Date;Open;High;Low;Close ;Adj Close ;Volume
;;;;Close price adjusted for splits.;Adjusted close price adjusted for splits and dividend and/or capital gain distributions.;
Nov 1, 2022;6,450.00;6,475.00;6,350.00;6,450.00;5,755.82;10,859,900
Oct 31, 2022;6,375.00;6,475.00;6,375.00;6,450.00;5,755.82;15,454,700
Oct 28, 2022;6,350.00;6,375.00;6,300.00;6,375.00;5,688.90;11,249,000
Oct 27, 2022;6,325.00;6,350.00;6,275.00;6,300.00;5,621.97;8,558,700
Oct 26, 2022;6,275.00;6,350.00;6,225.00;6,325.00;5,644.28;10,509,600
Oct 25, 2022;6,300.00;6,325.00;6,200.00;6,200.00;5,532.73;11,860,800
Oct 24, 2022;6,300.00;6,350.00;6,275.00;6,300.00;5,621.97;7,061,800
Oct 21, 2022;6,350.00;6,375.00;6,275.00;6,275.00;5,599.66;7,353,500
Oct 20, 2022;6,225.00;6,350.00;6,200.00;6,350.00;5,666.59;12,801,200
Oct 19, 2022;6,200.00;6,250.00;6,125.00;6,225.00;5,555.04;12,959,800
Oct 18, 2022;6,150.00;6,175.00;6,100.00;6,175.00;5,510.42;7,913,800
Oct 17, 2022;6,050.00;6,150.00;6,025.00;6,125.00;5,465.80;10,678,400
Oct 14, 2022;6,075.00;6,100.00;6,050.00;6,050.00;5,398.87;5,931,800
Oct 13, 2022;6,100.00;6,125.00;6,025.00;6,050.00;5,398.87;7,809,000
Oct 12, 2022;6,125.00;6,125.00;6,025.00;6,075.00;5,421.18;5,408,900
Oct 11, 2022;6,100.00;6,150.00;6,050.00;6,125.00;5,465.80;6,202,100
Oct 10, 2022;6,075.00;6,150.00;6,050.00;6,125.00;5,465.80;6,180,000
Oct 7, 2022;6,075.00;6,125.00;6,025.00;6,075.00;5,421.18;6,908,800
Oct 6, 2022;6,100.00;6,100.00;6,050.00;6,100.00;5,443.49;5,066,900
Oct 5, 2022;6,100.00;6,150.00;6,025.00;6,025.00;5,376.56;8,316,000
Oct 4, 2022;6,050.00;6,125.00;6,025.00;6,050.00;5,398.87;8,703,800
Oct 3, 2022;6,025.00;6,100.00;6,025.00;6,025.00;5,376.56;5,291,700
Sep 30, 2022;6,050.00;6,175.00;6,025.00;6,025.00;5,376.56;12,140,400
Sep 29, 2022;6,100.00;6,150.00;6,025.00;6,025.00;5,376.56;7,205,400
Sep 28, 2022;6,150.00;6,150.00;6,100.00;6,100.00;5,443.49;13,294,700
Sep 27, 2022;6,200.00;6,225.00;6,125.00;6,150.00;5,488.11;9,551,400
